prompt_id,variant_type,prompt_zh,seed,image_path,generated_success,runtime_seconds,needs_human_review,visible_binding_failure,observation,generated_success_numeric,scene_id,category,variant_type_spec,prompt_zh_spec,relation,expected_objects_json,absent_objects_json,language,language_name,generated_success_bool,positive_prompt,prompt_char_len,positive_clip_tokens,clip_tokens_over_77,clip_token_excess
S02_base,base,黄色球在绿色盒子的右边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_base_seed2026051801_00001_.png,True,6.025,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,base,黄色球在绿色盒子的右边。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"黄色球在绿色盒子的右边。, clean simple composition, best quality",12,40,False,0
S02_base,base,黄色球在绿色盒子的右边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_base_seed2026051802_00001_.png,True,6.031,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,base,黄色球在绿色盒子的右边。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"黄色球在绿色盒子的右边。, clean simple composition, best quality",12,40,False,0
S02_synonym,synonym,请生成一张简洁图像：黄色球位于绿色盒子右侧。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_synonym_seed2026051801_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,synonym,请生成一张简洁图像：黄色球位于绿色盒子右侧。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"请生成一张简洁图像：黄色球位于绿色盒子右侧。, clean simple composition, best quality",22,66,False,0
S02_synonym,synonym,请生成一张简洁图像：黄色球位于绿色盒子右侧。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_synonym_seed2026051802_00001_.png,True,6.027,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,synonym,请生成一张简洁图像：黄色球位于绿色盒子右侧。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"请生成一张简洁图像：黄色球位于绿色盒子右侧。, clean simple composition, best quality",22,66,False,0
S02_word_order,word_order,绿色盒子的旁边，在它的右边的是黄色球。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_word_order_seed2026051801_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,word_order,绿色盒子的旁边，在它的右边的是黄色球。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"绿色盒子的旁边，在它的右边的是黄色球。, clean simple composition, best quality",19,58,False,0
S02_word_order,word_order,绿色盒子的旁边，在它的右边的是黄色球。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_word_order_seed2026051802_00001_.png,True,4.048,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,word_order,绿色盒子的旁边，在它的右边的是黄色球。,right_of,"[{""name"": ""球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""绿色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"绿色盒子的旁边，在它的右边的是黄色球。, clean simple composition, best quality",19,58,False,0
S02_attribute_swap,attribute_swap,绿色球在黄色盒子的右边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_attribute_swap_seed2026051801_00001_.png,True,4.013,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,attribute_swap,绿色球在黄色盒子的右边。,right_of,"[{""name"": ""球"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"绿色球在黄色盒子的右边。, clean simple composition, best quality",12,40,False,0
S02_attribute_swap,attribute_swap,绿色球在黄色盒子的右边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S02_attribute_swap_seed2026051802_00001_.png,True,6.021,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S02,spatial_color,attribute_swap,绿色球在黄色盒子的右边。,right_of,"[{""name"": ""球"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.55}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.34, ""y"": 0.55}]",[],zh,Chinese,True,"绿色球在黄色盒子的右边。, clean simple composition, best quality",12,40,False,0
S03_base,base,紫色椅子在橙色桌子的上方。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_base_seed2026051801_00001_.png,True,6.034,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,base,紫色椅子在橙色桌子的上方。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"紫色椅子在橙色桌子的上方。, clean simple composition, best quality",13,41,False,0
S03_base,base,紫色椅子在橙色桌子的上方。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_base_seed2026051802_00001_.png,True,6.023,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,base,紫色椅子在橙色桌子的上方。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"紫色椅子在橙色桌子的上方。, clean simple composition, best quality",13,41,False,0
S03_synonym,synonym,请生成一张简洁图像：紫色椅子位于橙色桌子上面。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_synonym_seed2026051801_00001_.png,True,6.071,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,synonym,请生成一张简洁图像：紫色椅子位于橙色桌子上面。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"请生成一张简洁图像：紫色椅子位于橙色桌子上面。, clean simple composition, best quality",23,68,False,0
S03_synonym,synonym,请生成一张简洁图像：紫色椅子位于橙色桌子上面。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_synonym_seed2026051802_00001_.png,True,6.069,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,synonym,请生成一张简洁图像：紫色椅子位于橙色桌子上面。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"请生成一张简洁图像：紫色椅子位于橙色桌子上面。, clean simple composition, best quality",23,68,False,0
S03_word_order,word_order,橙色桌子的旁边，在它的上方的是紫色椅子。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_word_order_seed2026051801_00001_.png,True,6.019,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,word_order,橙色桌子的旁边，在它的上方的是紫色椅子。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"橙色桌子的旁边，在它的上方的是紫色椅子。, clean simple composition, best quality",20,59,False,0
S03_word_order,word_order,橙色桌子的旁边，在它的上方的是紫色椅子。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_word_order_seed2026051802_00001_.png,True,8.103,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,word_order,橙色桌子的旁边，在它的上方的是紫色椅子。,above,"[{""name"": ""椅子"", ""color"": ""紫色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""橙色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"橙色桌子的旁边，在它的上方的是紫色椅子。, clean simple composition, best quality",20,59,False,0
S03_attribute_swap,attribute_swap,橙色椅子在紫色桌子的上方。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_attribute_swap_seed2026051801_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,attribute_swap,橙色椅子在紫色桌子的上方。,above,"[{""name"": ""椅子"", ""color"": ""橙色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""紫色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"橙色椅子在紫色桌子的上方。, clean simple composition, best quality",13,41,False,0
S03_attribute_swap,attribute_swap,橙色椅子在紫色桌子的上方。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S03_attribute_swap_seed2026051802_00001_.png,True,4.018,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S03,spatial_color,attribute_swap,橙色椅子在紫色桌子的上方。,above,"[{""name"": ""椅子"", ""color"": ""橙色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}, {""name"": ""桌子"", ""color"": ""紫色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.5, ""y"": 0.7}]",[],zh,Chinese,True,"橙色椅子在紫色桌子的上方。, clean simple composition, best quality",13,41,False,0
S04_base,base,粉色花瓶在黑色灯的下方。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_base_seed2026051801_00001_.png,True,6.034,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,base,粉色花瓶在黑色灯的下方。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"粉色花瓶在黑色灯的下方。, clean simple composition, best quality",12,40,False,0
S04_base,base,粉色花瓶在黑色灯的下方。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_base_seed2026051802_00001_.png,True,6.022,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,base,粉色花瓶在黑色灯的下方。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"粉色花瓶在黑色灯的下方。, clean simple composition, best quality",12,40,False,0
S04_synonym,synonym,请生成一张简洁图像：粉色花瓶位于黑色灯下面。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_synonym_seed2026051801_00001_.png,True,6.027,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,synonym,请生成一张简洁图像：粉色花瓶位于黑色灯下面。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"请生成一张简洁图像：粉色花瓶位于黑色灯下面。, clean simple composition, best quality",22,67,False,0
S04_synonym,synonym,请生成一张简洁图像：粉色花瓶位于黑色灯下面。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_synonym_seed2026051802_00001_.png,True,4.107,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,synonym,请生成一张简洁图像：粉色花瓶位于黑色灯下面。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"请生成一张简洁图像：粉色花瓶位于黑色灯下面。, clean simple composition, best quality",22,67,False,0
S04_word_order,word_order,黑色灯的旁边，在它的下方的是粉色花瓶。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_word_order_seed2026051801_00001_.png,True,6.02,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,word_order,黑色灯的旁边，在它的下方的是粉色花瓶。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"黑色灯的旁边，在它的下方的是粉色花瓶。, clean simple composition, best quality",19,58,False,0
S04_word_order,word_order,黑色灯的旁边，在它的下方的是粉色花瓶。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_word_order_seed2026051802_00001_.png,True,4.029,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,word_order,黑色灯的旁边，在它的下方的是粉色花瓶。,below,"[{""name"": ""花瓶"", ""color"": ""粉色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"黑色灯的旁边，在它的下方的是粉色花瓶。, clean simple composition, best quality",19,58,False,0
S04_attribute_swap,attribute_swap,黑色花瓶在粉色灯的下方。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_attribute_swap_seed2026051801_00001_.png,True,6.02,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,attribute_swap,黑色花瓶在粉色灯的下方。,below,"[{""name"": ""花瓶"", ""color"": ""黑色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""粉色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"黑色花瓶在粉色灯的下方。, clean simple composition, best quality",12,40,False,0
S04_attribute_swap,attribute_swap,黑色花瓶在粉色灯的下方。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S04_attribute_swap_seed2026051802_00001_.png,True,6.026,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S04,spatial_color,attribute_swap,黑色花瓶在粉色灯的下方。,below,"[{""name"": ""花瓶"", ""color"": ""黑色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.5, ""y"": 0.74}, {""name"": ""灯"", ""color"": ""粉色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.5, ""y"": 0.3}]",[],zh,Chinese,True,"黑色花瓶在粉色灯的下方。, clean simple composition, best quality",12,40,False,0
S05_base,base,两个红色苹果在一个绿色梨的左边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_base_seed2026051801_00001_.png,True,6.049,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,base,两个红色苹果在一个绿色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"两个红色苹果在一个绿色梨的左边。, clean simple composition, best quality",16,50,False,0
S05_base,base,两个红色苹果在一个绿色梨的左边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_base_seed2026051802_00001_.png,True,6.057,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,base,两个红色苹果在一个绿色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"两个红色苹果在一个绿色梨的左边。, clean simple composition, best quality",16,50,False,0
S05_synonym,synonym,请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_synonym_seed2026051801_00001_.png,True,6.024,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,synonym,请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。, clean simple composition, best quality",26,76,False,0
S05_synonym,synonym,请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_synonym_seed2026051802_00001_.png,True,6.014,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,synonym,请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"请生成一张简洁图像：两个红色苹果位于一个绿色梨左侧。, clean simple composition, best quality",26,76,False,0
S05_word_order,word_order,一个绿色梨的旁边，在它的左边的是两个红色苹果。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_word_order_seed2026051801_00001_.png,True,8.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,word_order,一个绿色梨的旁边，在它的左边的是两个红色苹果。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"一个绿色梨的旁边，在它的左边的是两个红色苹果。, clean simple composition, best quality",23,68,False,0
S05_word_order,word_order,一个绿色梨的旁边，在它的左边的是两个红色苹果。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_word_order_seed2026051802_00001_.png,True,6.029,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,word_order,一个绿色梨的旁边，在它的左边的是两个红色苹果。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"一个绿色梨的旁边，在它的左边的是两个红色苹果。, clean simple composition, best quality",23,68,False,0
S05_attribute_swap,attribute_swap,两个绿色苹果在一个红色梨的左边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_attribute_swap_seed2026051801_00001_.png,True,8.036,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,attribute_swap,两个绿色苹果在一个红色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"两个绿色苹果在一个红色梨的左边。, clean simple composition, best quality",16,50,False,0
S05_attribute_swap,attribute_swap,两个绿色苹果在一个红色梨的左边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_attribute_swap_seed2026051802_00001_.png,True,14.128,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,attribute_swap,两个绿色苹果在一个红色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"两个绿色苹果在一个红色梨的左边。, clean simple composition, best quality",16,50,False,0
S05_quantity_shift,quantity_shift,一个红色苹果在一个绿色梨的左边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_quantity_shift_seed2026051801_00001_.png,True,8.042,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,quantity_shift,一个红色苹果在一个绿色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"一个红色苹果在一个绿色梨的左边。, clean simple composition, best quality",16,50,False,0
S05_quantity_shift,quantity_shift,一个红色苹果在一个绿色梨的左边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S05_quantity_shift_seed2026051802_00001_.png,True,6.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,quantity_shift,一个红色苹果在一个绿色梨的左边。,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],zh,Chinese,True,"一个红色苹果在一个绿色梨的左边。, clean simple composition, best quality",16,50,False,0
S06_base,base,三个蓝色气球在一个黄色盒子的右边。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S06_base_seed2026051801_00001_.png,True,6.07,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,base,三个蓝色气球在一个黄色盒子的右边。,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],zh,Chinese,True,"三个蓝色气球在一个黄色盒子的右边。, clean simple composition, best quality",17,51,False,0
S06_base,base,三个蓝色气球在一个黄色盒子的右边。,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S06_base_seed2026051802_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,base,三个蓝色气球在一个黄色盒子的右边。,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],zh,Chinese,True,"三个蓝色气球在一个黄色盒子的右边。, clean simple composition, best quality",17,51,False,0
S06_synonym,synonym,请生成一张简洁图像：三个蓝色气球位于一个黄色盒子右侧。,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/zh/ChinesePromptRobustness/S06_synonym_seed2026051801_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,synonym,请生成一张简洁图像：三个蓝色气球位于一个黄色盒子右侧。,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],zh,Chinese,True,"请生成一张简洁图像：三个蓝色气球位于一个黄色盒子右侧。, clean simple composition, best quality",27,77,False,0
