prompt_id,seed,language,language_name,prompt_zh,prompt_clip_tokens_without_suffix,positive_clip_tokens_with_suffix,suffix_added_tokens,without_suffix_over_77,clip_tokens_over_77,clip_token_excess
S08_attribute_swap,2026051802,hi,Hindi,एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।,45,52,7,False,False,0
S09_base,2026051801,hi,Hindi,एक नीली नाव और एक पीला सूरज साथ दिखाई दें। पक्षी न दिखे।,59,66,7,False,False,0
S09_base,2026051802,hi,Hindi,एक नीली नाव और एक पीला सूरज साथ दिखाई दें। पक्षी न दिखे।,59,66,7,False,False,0
S09_synonym,2026051801,hi,Hindi,कृपया एक सरल चित्र बनाएं: एक नीली नाव और एक पीला सूरज साथ दिखाई दें। पक्षी न दिखे।,88,95,7,True,True,18
S09_synonym,2026051802,hi,Hindi,कृपया एक सरल चित्र बनाएं: एक नीली नाव और एक पीला सूरज साथ दिखाई दें। पक्षी न दिखे।,88,95,7,True,True,18
S09_word_order,2026051801,hi,Hindi,एक पीला सूरज के साथ एक नीली नाव दिखाई दे। पक्षी न दिखे।,56,63,7,False,False,0
S09_word_order,2026051802,hi,Hindi,एक पीला सूरज के साथ एक नीली नाव दिखाई दे। पक्षी न दिखे।,56,63,7,False,False,0
S09_attribute_swap,2026051801,hi,Hindi,एक पीली नाव और एक नीला सूरज साथ दिखाई दें। पक्षी न दिखे।,59,66,7,False,False,0
S09_attribute_swap,2026051802,hi,Hindi,एक पीली नाव और एक नीला सूरज साथ दिखाई दें। पक्षी न दिखे।,59,66,7,False,False,0
S09_negation_rephrase,2026051801,hi,Hindi,कृपया पक्षी न बनाएं; केवल एक नीली नाव और एक पीला सूरज रखें।,64,71,7,False,False,0
S09_negation_rephrase,2026051802,hi,Hindi,कृपया पक्षी न बनाएं; केवल एक नीली नाव और एक पीला सूरज रखें।,64,71,7,False,False,0
S10_base,2026051801,hi,Hindi,एक लाल छाता एक भूरी बेंच के ऊपर है। कार न दिखे।,50,57,7,False,False,0
S10_base,2026051802,hi,Hindi,एक लाल छाता एक भूरी बेंच के ऊपर है। कार न दिखे।,50,57,7,False,False,0
S10_synonym,2026051801,hi,Hindi,कृपया एक सरल चित्र बनाएं: एक लाल छाता एक भूरी बेंच के ऊपर ओर है। कार न दिखे।,82,89,7,True,True,12
S10_synonym,2026051802,hi,Hindi,कृपया एक सरल चित्र बनाएं: एक लाल छाता एक भूरी बेंच के ऊपर ओर है। कार न दिखे।,82,89,7,True,True,12
S10_word_order,2026051801,hi,Hindi,एक भूरी बेंच के ऊपर ओर एक लाल छाता है। कार न दिखे।,53,60,7,False,False,0
S10_word_order,2026051802,hi,Hindi,एक भूरी बेंच के ऊपर ओर एक लाल छाता है। कार न दिखे।,53,60,7,False,False,0
S10_attribute_swap,2026051801,hi,Hindi,एक भूरा छाता एक लाल बेंच के ऊपर है। कार न दिखे।,50,57,7,False,False,0
S10_attribute_swap,2026051802,hi,Hindi,एक भूरा छाता एक लाल बेंच के ऊपर है। कार न दिखे।,50,57,7,False,False,0
S10_negation_rephrase,2026051801,hi,Hindi,कृपया कार न बनाएं; केवल एक लाल छाता और एक भूरी बेंच रखें।,63,70,7,False,False,0
S10_negation_rephrase,2026051802,hi,Hindi,कृपया कार न बनाएं; केवल एक लाल छाता और एक भूरी बेंच रखें।,63,70,7,False,False,0
S01_base,2026051801,es,Spanish,Una taza roja está a la izquierda de un libro azul.,21,27,6,False,False,0
S01_base,2026051802,es,Spanish,Una taza roja está a la izquierda de un libro azul.,21,27,6,False,False,0
S01_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Una taza roja está a la izquierda de un libro azul.",33,39,6,False,False,0
S01_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Una taza roja está a la izquierda de un libro azul.",33,39,6,False,False,0
S01_word_order,2026051801,es,Spanish,"A la izquierda de un libro azul, está una taza roja.",22,28,6,False,False,0
S01_word_order,2026051802,es,Spanish,"A la izquierda de un libro azul, está una taza roja.",22,28,6,False,False,0
S01_attribute_swap,2026051801,es,Spanish,Una taza azul está a la izquierda de un libro rojo.,21,27,6,False,False,0
S01_attribute_swap,2026051802,es,Spanish,Una taza azul está a la izquierda de un libro rojo.,21,27,6,False,False,0
S02_base,2026051801,es,Spanish,Una pelota amarilla está a la derecha de una caja verde.,19,25,6,False,False,0
S02_base,2026051802,es,Spanish,Una pelota amarilla está a la derecha de una caja verde.,19,25,6,False,False,0
S02_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Una pelota amarilla está a la derecha de una caja verde.",31,37,6,False,False,0
S02_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Una pelota amarilla está a la derecha de una caja verde.",31,37,6,False,False,0
S02_word_order,2026051801,es,Spanish,"A la derecha de una caja verde, está una pelota amarilla.",20,26,6,False,False,0
S02_word_order,2026051802,es,Spanish,"A la derecha de una caja verde, está una pelota amarilla.",20,26,6,False,False,0
S02_attribute_swap,2026051801,es,Spanish,Una pelota verde está a la derecha de una caja amarilla.,19,25,6,False,False,0
S02_attribute_swap,2026051802,es,Spanish,Una pelota verde está a la derecha de una caja amarilla.,19,25,6,False,False,0
S03_base,2026051801,es,Spanish,Una silla morada está encima de una mesa naranja.,17,23,6,False,False,0
S03_base,2026051802,es,Spanish,Una silla morada está encima de una mesa naranja.,17,23,6,False,False,0
S03_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Una silla morada está encima de una mesa naranja.",29,35,6,False,False,0
S03_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Una silla morada está encima de una mesa naranja.",29,35,6,False,False,0
S03_word_order,2026051801,es,Spanish,"Encima de una mesa naranja, está una silla morada.",18,24,6,False,False,0
S03_word_order,2026051802,es,Spanish,"Encima de una mesa naranja, está una silla morada.",18,24,6,False,False,0
S03_attribute_swap,2026051801,es,Spanish,Una silla naranja está encima de una mesa morada.,17,23,6,False,False,0
S03_attribute_swap,2026051802,es,Spanish,Una silla naranja está encima de una mesa morada.,17,23,6,False,False,0
S04_base,2026051801,es,Spanish,Un jarrón rosa está debajo de una lámpara negra.,20,26,6,False,False,0
S04_base,2026051802,es,Spanish,Un jarrón rosa está debajo de una lámpara negra.,20,26,6,False,False,0
S04_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Un jarrón rosa está debajo de una lámpara negra.",32,38,6,False,False,0
S04_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Un jarrón rosa está debajo de una lámpara negra.",32,38,6,False,False,0
S04_word_order,2026051801,es,Spanish,"Debajo de una lámpara negra, está un jarrón rosa.",21,27,6,False,False,0
S04_word_order,2026051802,es,Spanish,"Debajo de una lámpara negra, está un jarrón rosa.",21,27,6,False,False,0
S04_attribute_swap,2026051801,es,Spanish,Un jarrón negro está debajo de una lámpara rosa.,19,25,6,False,False,0
S04_attribute_swap,2026051802,es,Spanish,Un jarrón negro está debajo de una lámpara rosa.,19,25,6,False,False,0
S05_base,2026051801,es,Spanish,Dos manzanas roja están a la izquierda de una pera verde.,21,27,6,False,False,0
S05_base,2026051802,es,Spanish,Dos manzanas roja están a la izquierda de una pera verde.,21,27,6,False,False,0
S05_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Dos manzanas roja están a la izquierda de una pera verde.",33,39,6,False,False,0
S05_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Dos manzanas roja están a la izquierda de una pera verde.",33,39,6,False,False,0
S05_word_order,2026051801,es,Spanish,"A la izquierda de una pera verde, están dos manzanas roja.",22,28,6,False,False,0
S05_word_order,2026051802,es,Spanish,"A la izquierda de una pera verde, están dos manzanas roja.",22,28,6,False,False,0
S05_attribute_swap,2026051801,es,Spanish,Dos manzanas verde están a la izquierda de una pera roja.,21,27,6,False,False,0
S05_attribute_swap,2026051802,es,Spanish,Dos manzanas verde están a la izquierda de una pera roja.,21,27,6,False,False,0
S05_quantity_shift,2026051801,es,Spanish,Una manzana roja está a la izquierda de una pera verde.,20,26,6,False,False,0
S05_quantity_shift,2026051802,es,Spanish,Una manzana roja está a la izquierda de una pera verde.,20,26,6,False,False,0
S06_base,2026051801,es,Spanish,Tres globos azul están a la derecha de una caja amarilla.,19,25,6,False,False,0
S06_base,2026051802,es,Spanish,Tres globos azul están a la derecha de una caja amarilla.,19,25,6,False,False,0
S06_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Tres globos azul están a la derecha de una caja amarilla.",31,37,6,False,False,0
S06_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Tres globos azul están a la derecha de una caja amarilla.",31,37,6,False,False,0
S06_word_order,2026051801,es,Spanish,"A la derecha de una caja amarilla, están tres globos azul.",20,26,6,False,False,0
S06_word_order,2026051802,es,Spanish,"A la derecha de una caja amarilla, están tres globos azul.",20,26,6,False,False,0
S06_attribute_swap,2026051801,es,Spanish,Tres globos amarillo están a la derecha de una caja azul.,18,24,6,False,False,0
S06_attribute_swap,2026051802,es,Spanish,Tres globos amarillo están a la derecha de una caja azul.,18,24,6,False,False,0
S06_quantity_shift,2026051801,es,Spanish,Dos globos azul están a la derecha de una caja amarilla.,19,25,6,False,False,0
S06_quantity_shift,2026051802,es,Spanish,Dos globos azul están a la derecha de una caja amarilla.,19,25,6,False,False,0
S07_base,2026051801,es,Spanish,Un coche negro está a la izquierda de una bicicleta blanca.,21,27,6,False,False,0
S07_base,2026051802,es,Spanish,Un coche negro está a la izquierda de una bicicleta blanca.,21,27,6,False,False,0
S07_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Un coche negro está a la izquierda de una bicicleta blanca.",33,39,6,False,False,0
S07_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Un coche negro está a la izquierda de una bicicleta blanca.",33,39,6,False,False,0
S07_word_order,2026051801,es,Spanish,"A la izquierda de una bicicleta blanca, está un coche negro.",22,28,6,False,False,0
S07_word_order,2026051802,es,Spanish,"A la izquierda de una bicicleta blanca, está un coche negro.",22,28,6,False,False,0
S07_attribute_swap,2026051801,es,Spanish,Un coche blanco está a la izquierda de una bicicleta negra.,22,28,6,False,False,0
S07_attribute_swap,2026051802,es,Spanish,Un coche blanco está a la izquierda de una bicicleta negra.,22,28,6,False,False,0
S08_base,2026051801,es,Spanish,Un gato gris está encima de un perro marrón.,17,23,6,False,False,0
S08_base,2026051802,es,Spanish,Un gato gris está encima de un perro marrón.,17,23,6,False,False,0
S08_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Un gato gris está encima de un perro marrón.",29,35,6,False,False,0
S08_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Un gato gris está encima de un perro marrón.",29,35,6,False,False,0
S08_word_order,2026051801,es,Spanish,"Encima de un perro marrón, está un gato gris.",18,24,6,False,False,0
S08_word_order,2026051802,es,Spanish,"Encima de un perro marrón, está un gato gris.",18,24,6,False,False,0
S08_attribute_swap,2026051801,es,Spanish,Un gato marrón está encima de un perro gris.,17,23,6,False,False,0
S08_attribute_swap,2026051802,es,Spanish,Un gato marrón está encima de un perro gris.,17,23,6,False,False,0
S09_base,2026051801,es,Spanish,"Un barco azul y un sol amarillo aparecen juntos, sin un pájaro.",22,28,6,False,False,0
S09_base,2026051802,es,Spanish,"Un barco azul y un sol amarillo aparecen juntos, sin un pájaro.",22,28,6,False,False,0
S09_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Un barco azul y un sol amarillo aparecen juntos, sin un pájaro.",34,40,6,False,False,0
S09_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Un barco azul y un sol amarillo aparecen juntos, sin un pájaro.",34,40,6,False,False,0
S09_word_order,2026051801,es,Spanish,"Junto con un sol amarillo, aparece un barco azul, sin un pájaro.",22,28,6,False,False,0
S09_word_order,2026051802,es,Spanish,"Junto con un sol amarillo, aparece un barco azul, sin un pájaro.",22,28,6,False,False,0
S09_attribute_swap,2026051801,es,Spanish,"Un barco amarillo y un sol azul aparecen juntos, sin un pájaro.",22,28,6,False,False,0
S09_attribute_swap,2026051802,es,Spanish,"Un barco amarillo y un sol azul aparecen juntos, sin un pájaro.",22,28,6,False,False,0
S09_negation_rephrase,2026051801,es,Spanish,"Por favor, no dibujes un pájaro; conserva solo Un barco azul y Un sol amarillo.",26,32,6,False,False,0
S09_negation_rephrase,2026051802,es,Spanish,"Por favor, no dibujes un pájaro; conserva solo Un barco azul y Un sol amarillo.",26,32,6,False,False,0
S10_base,2026051801,es,Spanish,"Un paraguas rojo está encima de un banco marrón, sin un coche.",24,30,6,False,False,0
S10_base,2026051802,es,Spanish,"Un paraguas rojo está encima de un banco marrón, sin un coche.",24,30,6,False,False,0
S10_synonym,2026051801,es,Spanish,"Por favor, genera una imagen sencilla: Un paraguas rojo está encima de un banco marrón, sin un coche.",36,42,6,False,False,0
S10_synonym,2026051802,es,Spanish,"Por favor, genera una imagen sencilla: Un paraguas rojo está encima de un banco marrón, sin un coche.",36,42,6,False,False,0
S10_word_order,2026051801,es,Spanish,"Encima de un banco marrón, está un paraguas rojo, sin un coche.",25,31,6,False,False,0
S10_word_order,2026051802,es,Spanish,"Encima de un banco marrón, está un paraguas rojo, sin un coche.",25,31,6,False,False,0
S10_attribute_swap,2026051801,es,Spanish,"Un paraguas marrón está encima de un banco rojo, sin un coche.",24,30,6,False,False,0
S10_attribute_swap,2026051802,es,Spanish,"Un paraguas marrón está encima de un banco rojo, sin un coche.",24,30,6,False,False,0
S10_negation_rephrase,2026051801,es,Spanish,"Por favor, no dibujes un coche; conserva solo Un paraguas rojo y Un banco marrón.",29,35,6,False,False,0
S10_negation_rephrase,2026051802,es,Spanish,"Por favor, no dibujes un coche; conserva solo Un paraguas rojo y Un banco marrón.",29,35,6,False,False,0
S01_base,2026051801,fr,French,Une tasse rouge est à gauche de un livre bleu.,16,22,6,False,False,0
S01_base,2026051802,fr,French,Une tasse rouge est à gauche de un livre bleu.,16,22,6,False,False,0
S01_synonym,2026051801,fr,French,Veuillez générer une image simple : Une tasse rouge est à gauche de un livre bleu.,29,35,6,False,False,0
S01_synonym,2026051802,fr,French,Veuillez générer une image simple : Une tasse rouge est à gauche de un livre bleu.,29,35,6,False,False,0
S01_word_order,2026051801,fr,French,"À gauche de un livre bleu, il y a une tasse rouge.",19,25,6,False,False,0
S01_word_order,2026051802,fr,French,"À gauche de un livre bleu, il y a une tasse rouge.",19,25,6,False,False,0
S01_attribute_swap,2026051801,fr,French,Une tasse bleue est à gauche de un livre rouge.,17,23,6,False,False,0
S01_attribute_swap,2026051802,fr,French,Une tasse bleue est à gauche de un livre rouge.,17,23,6,False,False,0
S02_base,2026051801,fr,French,Une balle jaune est à droite de une boîte verte.,19,25,6,False,False,0
S02_base,2026051802,fr,French,Une balle jaune est à droite de une boîte verte.,19,25,6,False,False,0
S02_synonym,2026051801,fr,French,Veuillez générer une image simple : Une balle jaune est à droite de une boîte verte.,32,38,6,False,False,0
S02_synonym,2026051802,fr,French,Veuillez générer une image simple : Une balle jaune est à droite de une boîte verte.,32,38,6,False,False,0
S02_word_order,2026051801,fr,French,"À droite de une boîte verte, il y a une balle jaune.",22,28,6,False,False,0
S02_word_order,2026051802,fr,French,"À droite de une boîte verte, il y a une balle jaune.",22,28,6,False,False,0
S02_attribute_swap,2026051801,fr,French,Une balle verte est à droite de une boîte jaune.,19,25,6,False,False,0
S02_attribute_swap,2026051802,fr,French,Une balle verte est à droite de une boîte jaune.,19,25,6,False,False,0
S03_base,2026051801,fr,French,Une chaise violette est au-dessus de une table orange.,17,23,6,False,False,0
S03_base,2026051802,fr,French,Une chaise violette est au-dessus de une table orange.,17,23,6,False,False,0
S03_synonym,2026051801,fr,French,Veuillez générer une image simple : Une chaise violette est au-dessus de une table orange.,30,36,6,False,False,0
S03_synonym,2026051802,fr,French,Veuillez générer une image simple : Une chaise violette est au-dessus de une table orange.,30,36,6,False,False,0
S03_word_order,2026051801,fr,French,"Au-dessus de une table orange, il y a une chaise violette.",20,26,6,False,False,0
S03_word_order,2026051802,fr,French,"Au-dessus de une table orange, il y a une chaise violette.",20,26,6,False,False,0
S03_attribute_swap,2026051801,fr,French,Une chaise orange est au-dessus de une table violette.,17,23,6,False,False,0
S03_attribute_swap,2026051802,fr,French,Une chaise orange est au-dessus de une table violette.,17,23,6,False,False,0
S04_base,2026051801,fr,French,Un vase rose est au-dessous de une lampe noire.,17,23,6,False,False,0
S04_base,2026051802,fr,French,Un vase rose est au-dessous de une lampe noire.,17,23,6,False,False,0
S04_synonym,2026051801,fr,French,Veuillez générer une image simple : Un vase rose est au-dessous de une lampe noire.,30,36,6,False,False,0
S04_synonym,2026051802,fr,French,Veuillez générer une image simple : Un vase rose est au-dessous de une lampe noire.,30,36,6,False,False,0
S04_word_order,2026051801,fr,French,"Au-dessous de une lampe noire, il y a un vase rose.",20,26,6,False,False,0
S04_word_order,2026051802,fr,French,"Au-dessous de une lampe noire, il y a un vase rose.",20,26,6,False,False,0
S04_attribute_swap,2026051801,fr,French,Un vase noir est au-dessous de une lampe rose.,16,22,6,False,False,0
S04_attribute_swap,2026051802,fr,French,Un vase noir est au-dessous de une lampe rose.,16,22,6,False,False,0
S05_base,2026051801,fr,French,Deux pommes rouge sont à gauche de une poire verte.,17,23,6,False,False,0
S05_base,2026051802,fr,French,Deux pommes rouge sont à gauche de une poire verte.,17,23,6,False,False,0
S05_synonym,2026051801,fr,French,Veuillez générer une image simple : Deux pommes rouge sont à gauche de une poire verte.,30,36,6,False,False,0
S05_synonym,2026051802,fr,French,Veuillez générer une image simple : Deux pommes rouge sont à gauche de une poire verte.,30,36,6,False,False,0
S05_word_order,2026051801,fr,French,"À gauche de une poire verte, il y a deux pommes rouge.",20,26,6,False,False,0
S05_word_order,2026051802,fr,French,"À gauche de une poire verte, il y a deux pommes rouge.",20,26,6,False,False,0
S05_attribute_swap,2026051801,fr,French,Deux pommes verte sont à gauche de une poire rouge.,17,23,6,False,False,0
S05_attribute_swap,2026051802,fr,French,Deux pommes verte sont à gauche de une poire rouge.,17,23,6,False,False,0
S05_quantity_shift,2026051801,fr,French,Une pomme rouge est à gauche de une poire verte.,17,23,6,False,False,0
S05_quantity_shift,2026051802,fr,French,Une pomme rouge est à gauche de une poire verte.,17,23,6,False,False,0
S06_base,2026051801,fr,French,Trois ballons bleu sont à droite de une boîte jaune.,19,25,6,False,False,0
S06_base,2026051802,fr,French,Trois ballons bleu sont à droite de une boîte jaune.,19,25,6,False,False,0
S06_synonym,2026051801,fr,French,Veuillez générer une image simple : Trois ballons bleu sont à droite de une boîte jaune.,32,38,6,False,False,0
S06_synonym,2026051802,fr,French,Veuillez générer une image simple : Trois ballons bleu sont à droite de une boîte jaune.,32,38,6,False,False,0
S06_word_order,2026051801,fr,French,"À droite de une boîte jaune, il y a trois ballons bleu.",22,28,6,False,False,0
S06_word_order,2026051802,fr,French,"À droite de une boîte jaune, il y a trois ballons bleu.",22,28,6,False,False,0
S06_attribute_swap,2026051801,fr,French,Trois ballons jaune sont à droite de une boîte bleue.,20,26,6,False,False,0
S06_attribute_swap,2026051802,fr,French,Trois ballons jaune sont à droite de une boîte bleue.,20,26,6,False,False,0
S06_quantity_shift,2026051801,fr,French,Deux ballons bleu sont à droite de une boîte jaune.,18,24,6,False,False,0
S06_quantity_shift,2026051802,fr,French,Deux ballons bleu sont à droite de une boîte jaune.,18,24,6,False,False,0
S07_base,2026051801,fr,French,Une voiture noire est à gauche de un vélo blanc.,18,24,6,False,False,0
S07_base,2026051802,fr,French,Une voiture noire est à gauche de un vélo blanc.,18,24,6,False,False,0
S07_synonym,2026051801,fr,French,Veuillez générer une image simple : Une voiture noire est à gauche de un vélo blanc.,31,37,6,False,False,0
S07_synonym,2026051802,fr,French,Veuillez générer une image simple : Une voiture noire est à gauche de un vélo blanc.,31,37,6,False,False,0
S07_word_order,2026051801,fr,French,"À gauche de un vélo blanc, il y a une voiture noire.",21,27,6,False,False,0
S07_word_order,2026051802,fr,French,"À gauche de un vélo blanc, il y a une voiture noire.",21,27,6,False,False,0
S07_attribute_swap,2026051801,fr,French,Une voiture blanche est à gauche de un vélo noir.,17,23,6,False,False,0
S07_attribute_swap,2026051802,fr,French,Une voiture blanche est à gauche de un vélo noir.,17,23,6,False,False,0
S08_base,2026051801,fr,French,Un chat gris est au-dessus de un chien marron.,17,23,6,False,False,0
S08_base,2026051802,fr,French,Un chat gris est au-dessus de un chien marron.,17,23,6,False,False,0
S08_synonym,2026051801,fr,French,Veuillez générer une image simple : Un chat gris est au-dessus de un chien marron.,30,36,6,False,False,0
S08_synonym,2026051802,fr,French,Veuillez générer une image simple : Un chat gris est au-dessus de un chien marron.,30,36,6,False,False,0
S08_word_order,2026051801,fr,French,"Au-dessus de un chien marron, il y a un chat gris.",20,26,6,False,False,0
S08_word_order,2026051802,fr,French,"Au-dessus de un chien marron, il y a un chat gris.",20,26,6,False,False,0
S08_attribute_swap,2026051801,fr,French,Un chat marron est au-dessus de un chien gris.,17,23,6,False,False,0
S08_attribute_swap,2026051802,fr,French,Un chat marron est au-dessus de un chien gris.,17,23,6,False,False,0
S09_base,2026051801,fr,French,"Un bateau bleu et un soleil jaune apparaissent ensemble, sans un oiseau.",22,28,6,False,False,0
S09_base,2026051802,fr,French,"Un bateau bleu et un soleil jaune apparaissent ensemble, sans un oiseau.",22,28,6,False,False,0
S09_synonym,2026051801,fr,French,"Veuillez générer une image simple : Un bateau bleu et un soleil jaune apparaissent ensemble, sans un oiseau.",35,41,6,False,False,0
S09_synonym,2026051802,fr,French,"Veuillez générer une image simple : Un bateau bleu et un soleil jaune apparaissent ensemble, sans un oiseau.",35,41,6,False,False,0
S09_word_order,2026051801,fr,French,"Avec un soleil jaune, apparaît un bateau bleu, sans un oiseau.",23,29,6,False,False,0
S09_word_order,2026051802,fr,French,"Avec un soleil jaune, apparaît un bateau bleu, sans un oiseau.",23,29,6,False,False,0
S09_attribute_swap,2026051801,fr,French,"Un bateau jaune et un soleil bleu apparaissent ensemble, sans un oiseau.",22,28,6,False,False,0
S09_attribute_swap,2026051802,fr,French,"Un bateau jaune et un soleil bleu apparaissent ensemble, sans un oiseau.",22,28,6,False,False,0
S09_negation_rephrase,2026051801,fr,French,Veuillez ne pas dessiner un oiseau; gardez seulement Un bateau bleu et Un soleil jaune.,30,36,6,False,False,0
S09_negation_rephrase,2026051802,fr,French,Veuillez ne pas dessiner un oiseau; gardez seulement Un bateau bleu et Un soleil jaune.,30,36,6,False,False,0
S10_base,2026051801,fr,French,"Un parapluie rouge est au-dessus de un banc marron, sans une voiture.",24,30,6,False,False,0
S10_base,2026051802,fr,French,"Un parapluie rouge est au-dessus de un banc marron, sans une voiture.",24,30,6,False,False,0
S10_synonym,2026051801,fr,French,"Veuillez générer une image simple : Un parapluie rouge est au-dessus de un banc marron, sans une voiture.",37,43,6,False,False,0
S10_synonym,2026051802,fr,French,"Veuillez générer une image simple : Un parapluie rouge est au-dessus de un banc marron, sans une voiture.",37,43,6,False,False,0
S10_word_order,2026051801,fr,French,"Au-dessus de un banc marron, il y a un parapluie rouge, sans une voiture.",27,33,6,False,False,0
S10_word_order,2026051802,fr,French,"Au-dessus de un banc marron, il y a un parapluie rouge, sans une voiture.",27,33,6,False,False,0
S10_attribute_swap,2026051801,fr,French,"Un parapluie marron est au-dessus de un banc rouge, sans une voiture.",24,30,6,False,False,0
S10_attribute_swap,2026051802,fr,French,"Un parapluie marron est au-dessus de un banc rouge, sans une voiture.",24,30,6,False,False,0
S10_negation_rephrase,2026051801,fr,French,Veuillez ne pas dessiner une voiture; gardez seulement Un parapluie rouge et Un banc marron.,31,37,6,False,False,0
S10_negation_rephrase,2026051802,fr,French,Veuillez ne pas dessiner une voiture; gardez seulement Un parapluie rouge et Un banc marron.,31,37,6,False,False,0
